Class,DriverID,TaskID,Hour,Minute,Second,GyroX,GyroY,GyroZ,AccX,AccY,AccZ
3,Driver-1,2,15,40,23,-5.312977099236641,11.58778625954199,32.11450381679389,0.2783203125,0.3720703125,-1.125
3,Driver-1,2,15,40,24,-10.00763358778626,9.412213740458014,41.01526717557252,0.18115234375,0.498046875,-1.0078125
3,Driver-1,2,15,40,25,-2.083969465648855,4.282442748091603,33.61832061068702,0.253173828125,0.180908203125,-1.148681640625
3,Driver-1,2,15,40,26,0.2290076335877863,4.954198473282442,15.06870229007634,0.371826171875,0.0634765625,-1.029296875
3,Driver-1,3,15,41,4,-0.2748091603053435,5.763358778625954,0.4885496183206107,0.20361328125,-0.121826171875,-1.002685546875
3,Driver-1,3,15,41,5,-3.908396946564885,3.839694656488549,1.16030534351145,0.392333984375,-0.161376953125,-0.924072265625
3,Driver-1,3,15,41,6,1.916030534351145,2.83206106870229,1.030534351145038,0.405517578125,-0.19580078125,-0.939453125
3,Driver-1,3,15,41,7,-1.022900763358779,4.480916030534351,0.5725190839694656,0.37109375,-0.128173828125,-1.0087890625
3,Driver-1,3,15,41,7,-0.2137404580152672,-3.320610687022901,0.4961832061068702,0.163818359375,-0.05859375,-0.86572265625
3,Driver-1,3,15,41,8,1.908396946564886,1.954198473282443,1.274809160305344,0.1650390625,-0.21484375,-0.952392578125
3,Driver-1,3,15,41,9,1.877862595419847,1.190839694656489,-5.213740458015267,0.23486328125,-0.215576171875,-0.9443359375
3,Driver-1,3,15,41,10,-7.717557251908397,5.083969465648855,1.618320610687023,0.235595703125,-0.087890625,-1.0234375
3,Driver-1,3,15,41,10,-9.84732824427481,1.931297709923664,24.27480916030534,0.247314453125,0.500732421875,-1.021728515625
3,Driver-1,3,15,41,11,-0.3129770992366412,8.664122137404581,38.95419847328245,0.187744140625,0.486572265625,-0.963134765625
3,Driver-1,3,15,41,12,-2.740458015267175,-10.35114503816794,36.47328244274809,0.111083984375,0.489990234375,-0.7939453125
3,Driver-1,3,15,41,13,3.152671755725191,0.1526717557251908,18.87022900763359,0.3359375,0.26904296875,-0.943603515625
3,Driver-1,3,15,41,13,-2.396946564885496,14.41221374045801,14.55725190839695,0.388427734375,-0.097900390625,-1.092529296875
3,Driver-1,3,15,41,14,0.1908396946564886,-0.7480916030534351,23.36641221374046,0.113525390625,0.356201171875,-0.8330078125
3,Driver-1,4,15,41,51,-0.9770992366412213,4.427480916030534,0.7786259541984732,0.190673828125,-0.095947265625,-0.98095703125
3,Driver-1,4,15,41,52,-0.7251908396946565,4.366412213740458,0.8244274809160306,0.193115234375,-0.087890625,-0.991943359375
3,Driver-1,4,15,41,53,-0.5725190839694656,4.503816793893129,1.67175572519084,0.34033203125,-0.139404296875,-0.94873046875
3,Driver-1,4,15,41,53,1.83206106870229,0.7175572519083969,1.244274809160305,0.33740234375,-0.128662109375,-0.947265625
3,Driver-1,4,15,41,54,-3.419847328244275,5.732824427480916,2.022900763358779,0.34521484375,-0.178466796875,-0.95556640625
3,Driver-1,4,15,41,55,1.030534351145038,2.984732824427481,1.49618320610687,0.370361328125,-0.142578125,-0.90234375
3,Driver-1,4,15,41,56,-2.816793893129771,-5.67175572519084,0.6183206106870229,0.06396484375,-0.0751953125,-1.008056640625
3,Driver-1,4,15,41,56,-2.816793893129771,2.603053435114504,-1.122137404580153,0.060791015625,-0.086181640625,-0.932861328125
3,Driver-1,4,15,41,57,-2.793893129770992,4.519083969465649,-0.1221374045801527,0.3203125,-0.14501953125,-1.01171875
3,Driver-1,4,15,41,58,-1.137404580152672,5.183206106870229,-1.022900763358779,0.2841796875,-0.178466796875,-0.95556640625
3,Driver-1,4,15,41,59,-4.259541984732825,6.351145038167939,18.6793893129771,0.21484375,0.31640625,-1.040283203125
3,Driver-1,4,15,42,0,-6.33587786259542,4.404580152671755,36.48091603053435,0.154296875,0.495361328125,-1.00537109375
3,Driver-1,4,15,42,0,-7.022900763358779,13.15267175572519,40.33587786259542,0.352294921875,0.2744140625,-1.00244140625
3,Driver-1,4,15,42,1,-4.916030534351145,7.320610687022901,18.44274809160305,0.29833984375,0.156982421875,-0.818359375
3,Driver-1,5,15,42,32,-1.122137404580153,3.625954198473282,0.2977099236641221,0.199951171875,-0.106201171875,-0.990234375
3,Driver-1,5,15,42,33,-0.8244274809160306,4.251908396946565,0.9083969465648855,0.196044921875,-0.10205078125,-0.9921875
3,Driver-1,5,15,42,34,-0.6641221374045801,5.641221374045801,1.16030534351145,0.31640625,-0.11962890625,-0.98095703125
3,Driver-1,5,15,42,35,-1.778625954198473,4.969465648854962,0.916030534351145,0.355712890625,-0.132080078125,-1.002685546875
3,Driver-1,5,15,42,36,1.480916030534351,3.145038167938931,-0.8778625954198473,0.32861328125,-0.193359375,-0.893798828125
3,Driver-1,5,15,42,36,3.442748091603054,2.519083969465649,1.152671755725191,0.43701171875,-0.128173828125,-0.92333984375
3,Driver-1,5,15,42,37,-5.786259541984733,4.290076335877862,1.427480916030534,0.273681640625,-0.054443359375,-1.056640625
3,Driver-1,5,15,42,38,1.847328244274809,6.854961832061068,0.9083969465648855,0.2080078125,-0.111083984375,-0.94921875
3,Driver-1,5,15,42,39,0.1679389312977099,4.00763358778626,-1.557251908396946,0.314453125,-0.150390625,-0.930908203125
3,Driver-1,5,15,42,40,0.732824427480916,2.50381679389313,-0.6641221374045801,0.29052734375,-0.09619140625,-0.91015625
3,Driver-1,5,15,42,40,-4.961832061068702,6.717557251908397,13.16030534351145,0.27490234375,0.237548828125,-1.005859375
3,Driver-1,5,15,42,41,-2.236641221374046,7.106870229007634,39.41984732824427,0.23388671875,0.59326171875,-0.92578125
3,Driver-1,5,15,42,42,-1.984732824427481,-1.435114503816794,35.51908396946565,0.244384765625,0.453857421875,-0.889892578125
3,Driver-1,5,15,42,43,3.0,6.137404580152672,15.32824427480916,0.44482421875,-0.1025390625,-1.32861328125
3,Driver-1,6,15,43,17,1.67175572519084,4.274809160305344,0.8473282442748091,0.237060546875,-0.110595703125,-1.011474609375
3,Driver-1,6,15,43,18,-0.9007633587786259,3.488549618320611,0.6870229007633588,0.192626953125,-0.095458984375,-0.967529296875
3,Driver-1,6,15,43,19,0.2213740458015267,5.198473282442748,-0.1450381679389313,0.392333984375,-0.181884765625,-0.907958984375
3,Driver-1,6,15,43,20,-2.343511450381679,3.076335877862595,-1.412213740458015,0.382080078125,-0.15576171875,-1.050537109375
3,Driver-1,6,15,43,20,0.7480916030534351,5.824427480916031,2.038167938931298,0.34130859375,-0.0771484375,-0.9580078125
3,Driver-1,6,15,43,21,-9.106870229007633,10.29770992366412,2.610687022900763,0.358154296875,-0.10205078125,-1.008544921875
3,Driver-1,6,15,43,22,-12.6412213740458,7.374045801526718,3.603053435114504,0.16552734375,-0.04736328125,-0.99755859375
3,Driver-1,6,15,43,23,-1.137404580152672,3.251908396946565,0.4274809160305343,0.3603515625,-0.21923828125,-1.115966796875
3,Driver-1,6,15,43,24,-1.66412213740458,7.068702290076335,0.2977099236641221,0.20556640625,-0.149169921875,-1.03173828125
3,Driver-1,6,15,43,25,-7.473282442748092,8.534351145038167,9.732824427480915,0.193115234375,0.084716796875,-0.912841796875
3,Driver-1,6,15,43,25,-11.16030534351145,4.038167938931298,32.3969465648855,0.2744140625,0.514892578125,-1.07275390625
3,Driver-1,6,15,43,26,1.145038167938931,4.541984732824427,38.11450381679389,0.275390625,0.47705078125,-0.95458984375
3,Driver-1,6,15,43,27,-4.198473282442748,5.83206106870229,26.7175572519084,0.20556640625,0.165771484375,-1.00927734375
3,Driver-1,6,15,43,28,-4.603053435114504,4.618320610687022,12.13740458015267,0.176025390625,-0.0048828125,-1.091552734375
3,Driver-1,7,15,44,1,-0.8396946564885496,4.152671755725191,1.061068702290076,0.181640625,-0.11474609375,-0.9814453125
3,Driver-1,7,15,44,2,-0.7786259541984732,3.786259541984733,0.7099236641221374,0.158203125,-0.07861328125,-0.920654296875
3,Driver-1,7,15,44,3,0.4427480916030535,3.122137404580153,-0.3816793893129771,0.331787109375,-0.16162109375,-1.033447265625
3,Driver-1,7,15,44,4,-0.09923664122137404,2.221374045801527,-1.244274809160305,0.28759765625,-0.165283203125,-0.8203125
3,Driver-1,7,15,44,5,-4.961832061068702,5.122137404580153,-1.870229007633588,0.369384765625,-0.094970703125,-0.78076171875
3,Driver-1,7,15,44,6,2.099236641221374,4.931297709923665,1.824427480916031,0.386962890625,-0.159423828125,-0.936767578125
3,Driver-1,7,15,44,6,-3.0,9.16030534351145,0.7786259541984732,0.230712890625,-0.075927734375,-1.091064453125
3,Driver-1,7,15,44,7,1.519083969465649,7.389312977099237,-1.32824427480916,0.37158203125,-0.291015625,-1.060791015625
3,Driver-1,7,15,44,8,-5.511450381679389,2.969465648854962,1.740458015267176,0.307373046875,-0.062744140625,-0.888671875
3,Driver-1,7,15,44,9,-9.099236641221374,4.274809160305344,9.732824427480915,0.243896484375,0.09765625,-1.114013671875
3,Driver-1,7,15,44,10,-6.206106870229007,6.022900763358779,39.78625954198473,0.13427734375,0.461181640625,-1.1796875
3,Driver-1,7,15,44,11,-0.6030534351145038,8.19083969465649,42.9236641221374,0.440185546875,0.446044921875,-1.252685546875
3,Driver-1,7,15,44,12,-0.6641221374045801,-3.801526717557252,12.75572519083969,0.27685546875,-0.098388671875,-0.66162109375
3,Driver-1,7,15,44,13,-1.129770992366412,2.992366412213741,3.648854961832061,0.160400390625,0.008544921875,-0.711669921875
3,Driver-1,8,15,44,39,-0.3129770992366412,4.473282442748092,1.045801526717557,0.171875,-0.097412109375,-1.00048828125
3,Driver-1,8,15,44,40,1.732824427480916,5.068702290076335,-0.1374045801526718,0.393798828125,-0.18603515625,-0.926513671875
3,Driver-1,8,15,44,41,0.02290076335877863,5.068702290076335,1.007633587786259,0.411376953125,-0.098388671875,-0.93310546875
3,Driver-1,8,15,44,41,-2.068702290076336,5.648854961832061,2.374045801526718,0.40576171875,-0.14306640625,-0.85498046875
3,Driver-1,8,15,44,42,-2.603053435114504,7.251908396946565,2.862595419847328,0.326171875,-0.063232421875,-1.059814453125
3,Driver-1,8,15,44,43,-4.274809160305344,-0.1221374045801527,-1.877862595419847,0.050537109375,-0.118408203125,-1.09619140625
3,Driver-1,8,15,44,44,-4.641221374045801,3.267175572519084,-2.511450381679389,0.259033203125,-0.201171875,-0.9365234375
3,Driver-1,8,15,44,45,-2.511450381679389,11.70229007633588,-1.931297709923664,0.41259765625,-0.1953125,-1.128173828125
3,Driver-1,8,15,44,46,-3.366412213740458,6.381679389312978,19.06106870229008,0.0830078125,0.29736328125,-1.00146484375
3,Driver-1,8,15,44,47,-7.274809160305344,10.80152671755725,37.93893129770992,0.401123046875,0.336181640625,-1.161865234375
3,Driver-1,8,15,44,48,-5.732824427480916,2.954198473282443,38.12977099236641,0.321044921875,0.385498046875,-0.78369140625
3,Driver-1,8,15,44,49,2.49618320610687,-1.381679389312977,13.35114503816794,0.132568359375,-0.229736328125,-1.00732421875
3,Driver-1,8,15,44,49,-7.419847328244275,-0.1297709923664122,1.396946564885496,-0.004150390625,-0.077392578125,-1.149169921875
3,Driver-1,8,15,44,50,-0.07633587786259542,7.610687022900763,11.29770992366412,0.201416015625,0.0830078125,-1.04443359375
3,Driver-1,9,15,45,18,-0.7022900763358778,4.305343511450381,1.076335877862595,0.165771484375,-0.0810546875,-0.999755859375
3,Driver-1,9,15,45,19,-0.4961832061068702,5.511450381679389,0.8473282442748091,0.3134765625,-0.1298828125,-0.98583984375
3,Driver-1,9,15,45,20,-1.152671755725191,2.977099236641221,-1.954198473282443,0.3232421875,-0.13671875,-0.962890625
3,Driver-1,9,15,45,21,-0.2900763358778626,2.893129770992366,0.3206106870229007,0.384765625,-0.14599609375,-1.0166015625
3,Driver-1,9,15,45,22,-2.694656488549618,4.099236641221374,-0.9694656488549618,0.3251953125,-0.177490234375,-1.02734375
3,Driver-1,9,15,45,23,-4.053435114503817,2.694656488549618,2.099236641221374,0.19970703125,0.012939453125,-0.919677734375
3,Driver-1,9,15,45,24,0.09923664122137404,8.297709923664122,0.2213740458015267,0.280517578125,-0.193359375,-1.03271484375
3,Driver-1,9,15,45,25,-0.4656488549618321,3.610687022900763,0.9618320610687023,0.295166015625,-0.2294921875,-1.011474609375
3,Driver-1,9,15,45,26,-2.16793893129771,5.33587786259542,21.48091603053435,0.253662109375,0.348876953125,-1.094482421875
3,Driver-1,9,15,45,27,-5.770992366412214,-1.816793893129771,41.00763358778626,0.243896484375,0.526611328125,-0.876708984375
3,Driver-1,9,15,45,27,-2.274809160305344,7.083969465648855,32.45038167938932,0.371337890625,0.24951171875,-1.136474609375
3,Driver-1,9,15,45,28,0.4732824427480916,2.091603053435115,11.57251908396947,0.0869140625,0.139404296875,-1.029296875
3,Driver-1,9,15,45,29,-3.709923664122138,8.916030534351146,13.51908396946565,0.257568359375,0.213623046875,-0.92236328125
3,Driver-1,9,15,45,30,-3.053435114503817,0.648854961832061,23.10687022900763,-0.0146484375,0.27685546875,-0.8974609375
3,Driver-2,10,15,46,36,-0.7480916030534351,4.122137404580153,0.3435114503816794,0.277587890625,-0.105712890625,-0.931396484375
3,Driver-2,10,15,46,37,-1.251908396946565,3.267175572519084,-4.022900763358779,0.32421875,-0.17333984375,-0.9951171875
3,Driver-2,10,15,46,38,-0.8396946564885496,5.320610687022901,-1.656488549618321,0.377685546875,-0.160888671875,-0.810302734375
3,Driver-2,10,15,46,39,-3.648854961832061,6.122137404580153,2.267175572519084,0.3525390625,-0.130126953125,-1.0966796875
3,Driver-2,10,15,46,40,1.67175572519084,1.603053435114504,1.045801526717557,0.299560546875,-0.2060546875,-1.076171875
3,Driver-2,10,15,46,41,0.816793893129771,-1.251908396946565,3.839694656488549,0.105224609375,0.01318359375,-0.889404296875
3,Driver-2,10,15,46,42,-0.9007633587786259,4.053435114503817,1.900763358778626,0.3583984375,-0.169677734375,-0.986083984375
3,Driver-2,10,15,46,43,-6.412213740458015,6.076335877862595,4.183206106870229,0.23486328125,-0.022705078125,-0.713623046875
3,Driver-2,10,15,46,44,-5.152671755725191,7.801526717557252,31.26717557251908,0.23681640625,0.490966796875,-1.15966796875
3,Driver-2,10,15,46,45,-5.977099236641221,-2.679389312977099,40.83969465648855,0.18896484375,0.424560546875,-0.82470703125
3,Driver-2,10,15,46,46,-5.603053435114504,5.67175572519084,19.56488549618321,0.18603515625,0.029296875,-0.91552734375
3,Driver-2,10,15,46,47,-9.893129770992367,6.549618320610687,8.778625954198473,0.298828125,0.13525390625,-1.181396484375
3,Driver-2,10,15,46,48,-0.06106870229007633,-3.732824427480916,13.6412213740458,0.001953125,0.071044921875,-0.821044921875
3,Driver-2,10,15,46,49,-0.4732824427480916,-0.916030534351145,21.0,-0.06005859375,0.230224609375,-1.032470703125
3,Driver-2,11,15,47,21,-0.9312977099236641,4.076335877862595,0.7557251908396947,0.19873046875,-0.086669921875,-0.9892578125
3,Driver-2,11,15,47,22,-1.221374045801527,3.770992366412214,0.916030534351145,0.194580078125,-0.097412109375,-0.9873046875
3,Driver-2,11,15,47,23,-0.08396946564885496,3.786259541984733,-0.1374045801526718,0.346435546875,-0.1640625,-0.947265625
3,Driver-2,11,15,47,24,0.6946564885496184,2.809160305343511,0.5114503816793893,0.385009765625,-0.175048828125,-0.907958984375
3,Driver-2,11,15,47,25,5.648854961832061,1.419847328244275,1.847328244274809,0.31787109375,-0.063232421875,-0.898681640625
3,Driver-2,11,15,47,26,0.8091603053435115,-1.778625954198473,0.9236641221374046,0.122314453125,-0.12646484375,-0.907470703125
3,Driver-2,11,15,47,27,1.091603053435114,6.320610687022901,1.206106870229008,0.443115234375,-0.17529296875,-1.13232421875
3,Driver-2,11,15,47,28,-0.7099236641221374,4.061068702290076,1.702290076335878,0.260986328125,-0.22265625,-0.98095703125
3,Driver-2,11,15,47,29,-0.6412213740458015,0.5954198473282443,1.320610687022901,0.24462890625,-0.15576171875,-1.1376953125
3,Driver-2,11,15,47,30,-13.0381679389313,-0.06870229007633588,24.87786259541985,0.076904296875,0.4306640625,-0.897216796875
3,Driver-2,11,15,47,31,-11.57251908396947,1.404580152671756,45.44274809160305,0.13623046875,0.39501953125,-0.935791015625
3,Driver-2,11,15,47,32,-14.29770992366412,4.862595419847328,33.14503816793893,0.188720703125,0.131591796875,-0.86767578125
3,Driver-2,11,15,47,33,4.587786259541985,4.122137404580153,4.900763358778626,0.140869140625,0.03857421875,-1.007568359375
3,Driver-2,11,15,47,34,1.625954198473282,6.908396946564886,7.274809160305344,0.072509765625,0.27685546875,-0.844970703125
3,Driver-2,12,15,48,9,-0.2595419847328244,4.870229007633588,1.145038167938931,0.205810546875,-0.094482421875,-0.989501953125
3,Driver-2,12,15,48,10,-3.633587786259542,4.358778625954199,1.106870229007634,0.225830078125,-0.09619140625,-0.950439453125
3,Driver-2,12,15,48,11,-0.648854961832061,2.610687022900763,0.8244274809160306,0.384765625,-0.142822265625,-0.883544921875
3,Driver-2,12,15,48,12,-3.122137404580153,1.969465648854962,1.32824427480916,0.30810546875,-0.20751953125,-0.99658203125
3,Driver-2,12,15,48,13,0.8549618320610687,5.900763358778626,2.587786259541985,0.305419921875,-0.119384765625,-0.964111328125
3,Driver-2,12,15,48,14,2.152671755725191,-0.5877862595419847,0.3129770992366412,0.100830078125,-0.048095703125,-0.848388671875
3,Driver-2,12,15,48,15,1.374045801526718,0.3358778625954199,-0.816793893129771,0.25390625,-0.07568359375,-0.887939453125
3,Driver-2,12,15,48,16,-2.748091603053435,0.9770992366412213,0.7557251908396947,0.10107421875,-0.0244140625,-0.964599609375
3,Driver-2,12,15,48,17,-9.49618320610687,11.68702290076336,30.45801526717557,0.277587890625,0.3427734375,-1.003662109375
3,Driver-2,12,15,48,18,-12.24427480916031,14.3206106870229,42.96946564885496,0.347412109375,0.4443359375,-1.066650390625
3,Driver-2,12,15,48,19,2.671755725190839,6.343511450381679,20.09160305343512,0.367431640625,0.179443359375,-0.9990234375
3,Driver-2,12,15,48,20,-6.763358778625954,0.8854961832061069,10.22137404580153,-0.009521484375,0.197509765625,-0.861083984375
3,Driver-2,12,15,48,21,-2.458015267175572,4.519083969465649,27.20610687022901,0.24853515625,0.345703125,-1.09130859375
3,Driver-2,12,15,48,22,-5.633587786259542,-0.6870229007633588,26.54961832061069,0.1025390625,0.247314453125,-0.806884765625
3,Driver-2,13,15,48,44,-0.8549618320610687,4.122137404580153,0.6412213740458015,0.142822265625,-0.089599609375,-0.99853515625
3,Driver-2,13,15,48,46,0.7786259541984732,3.114503816793893,-0.6106870229007634,0.412841796875,-0.16845703125,-0.9541015625
3,Driver-2,13,15,48,47,-2.015267175572519,7.213740458015267,1.50381679389313,0.462890625,-0.182861328125,-1.054931640625
3,Driver-2,13,15,48,48,-5.648854961832061,8.419847328244275,4.534351145038168,0.4072265625,0.0009765625,-1.04052734375
3,Driver-2,13,15,48,49,1.091603053435114,2.442748091603054,-0.5419847328244275,0.10595703125,-0.188232421875,-1.024169921875
3,Driver-2,13,15,48,50,1.442748091603054,6.702290076335878,-2.114503816793893,0.27685546875,-0.2236328125,-1.145751953125
3,Driver-2,13,15,48,51,-0.9923664122137404,-1.114503816793893,-1.519083969465649,0.11962890625,-0.1953125,-0.92529296875
3,Driver-2,13,15,48,52,-10.66412213740458,4.969465648854962,30.99236641221374,0.24462890625,0.384765625,-0.977783203125
3,Driver-2,13,15,48,53,-0.1603053435114504,6.503816793893129,41.77099236641222,0.28662109375,0.333251953125,-1.06005859375
3,Driver-2,13,15,48,54,0.6335877862595419,9.618320610687023,17.68702290076336,0.288818359375,0.017333984375,-1.00732421875
3,Driver-2,13,15,48,56,-2.709923664122138,4.809160305343512,6.236641221374046,0.205078125,-0.201416015625,-1.10498046875
3,Driver-2,13,15,48,57,6.312977099236641,4.274809160305344,2.671755725190839,0.061767578125,-0.113525390625,-0.81591796875
3,Driver-2,13,15,48,58,-1.152671755725191,4.786259541984733,18.6030534351145,0.200439453125,0.106689453125,-1.2021484375
3,Driver-2,13,15,48,59,-0.1679389312977099,3.900763358778626,30.59541984732824,0.126953125,0.239013671875,-0.961181640625
3,Driver-2,14,15,49,43,-1.137404580152672,4.099236641221374,0.7709923664122137,0.17724609375,-0.096923828125,-0.99365234375
3,Driver-2,14,15,49,44,1.648854961832061,3.396946564885496,0.9618320610687023,0.16455078125,-0.084716796875,-1.013427734375
3,Driver-2,14,15,49,45,-0.4809160305343512,4.900763358778626,0.549618320610687,0.355712890625,-0.157958984375,-0.97265625
3,Driver-2,14,15,49,46,0.4503816793893129,0.2366412213740458,-0.648854961832061,0.3642578125,-0.149169921875,-0.85791015625
3,Driver-2,14,15,49,47,0.6641221374045801,3.061068702290076,1.648854961832061,0.32568359375,-0.173095703125,-1.025146484375
3,Driver-2,14,15,49,48,-0.6870229007633588,-0.1221374045801527,1.206106870229008,0.269287109375,-0.04931640625,-0.942138671875
3,Driver-2,14,15,49,49,0.916030534351145,2.183206106870229,-0.1068702290076336,0.3056640625,-0.154296875,-0.888427734375
3,Driver-2,14,15,49,50,2.465648854961832,7.870229007633588,1.076335877862595,0.3994140625,-0.08984375,-0.978759765625
3,Driver-2,14,15,49,51,-0.3358778625954199,9.687022900763358,28.41984732824427,0.295166015625,0.425048828125,-1.286376953125
3,Driver-2,14,15,49,52,-8.786259541984732,12.93129770992366,43.48854961832061,0.252197265625,0.607177734375,-0.9658203125
3,Driver-2,14,15,49,53,-7.374045801526718,6.114503816793893,13.76335877862596,0.249267578125,0.123046875,-0.959228515625
3,Driver-2,14,15,49,54,-6.129770992366412,3.763358778625954,6.412213740458015,-0.13623046875,0.130126953125,-0.86181640625
3,Driver-2,14,15,49,55,-1.633587786259542,3.374045801526718,9.580152671755725,-0.15087890625,0.08837890625,-0.897216796875
3,Driver-2,14,15,49,56,-2.809160305343511,6.564885496183206,7.717557251908397,0.103759765625,0.006103515625,-1.08740234375
3,Driver-2,15,15,50,27,-0.6259541984732825,4.229007633587786,1.015267175572519,0.172607421875,-0.092041015625,-0.994384765625
3,Driver-2,15,15,50,29,-0.267175572519084,4.412213740458015,1.030534351145038,0.188232421875,-0.098876953125,-0.98828125
3,Driver-2,15,15,50,30,0.8854961832061069,6.541984732824427,1.236641221374046,0.41943359375,-0.1630859375,-0.95458984375
3,Driver-2,15,15,50,31,0.6641221374045801,1.893129770992366,0.3587786259541985,0.30029296875,-0.094970703125,-0.8125
3,Driver-2,15,15,50,32,1.183206106870229,2.419847328244275,0.7938931297709924,0.36376953125,-0.23681640625,-0.890380859375
3,Driver-2,15,15,50,33,-1.946564885496183,4.503816793893129,0.3435114503816794,0.1455078125,-0.1279296875,-0.99072265625
3,Driver-2,15,15,50,34,-0.6870229007633588,3.816793893129771,-0.4809160305343512,0.347412109375,-0.107666015625,-0.908203125
3,Driver-2,15,15,50,35,-8.251908396946565,10.08396946564885,8.854961832061068,0.3525390625,0.136962890625,-1.00927734375
3,Driver-2,15,15,50,36,-5.526717557251908,9.122137404580153,40.48091603053435,0.28662109375,0.7685546875,-1.14794921875
3,Driver-2,15,15,50,37,-4.33587786259542,-2.0,31.56488549618321,0.279296875,0.411865234375,-1.202392578125
3,Driver-2,15,15,50,38,-0.5190839694656488,10.58778625954199,10.48091603053435,0.31982421875,0.019287109375,-1.0166015625
3,Driver-2,15,15,50,39,-3.083969465648855,16.79389312977099,18.11450381679389,-0.0634765625,0.47216796875,-0.93505859375
3,Driver-2,15,15,50,41,-6.526717557251908,8.374045801526718,28.87022900763359,0.283203125,0.266845703125,-1.230712890625
3,Driver-2,15,15,50,42,0.1297709923664122,4.229007633587786,24.48091603053435,0.214111328125,0.077392578125,-1.078369140625
3,Driver-2,16,15,51,11,-2.145038167938931,6.816793893129771,2.236641221374046,0.44091796875,-0.126953125,-0.934326171875
3,Driver-2,16,15,51,12,-0.6412213740458015,0.05343511450381679,2.145038167938931,0.441162109375,-0.199951171875,-0.857177734375
3,Driver-2,16,15,51,13,-1.351145038167939,4.022900763358779,-1.305343511450382,0.212646484375,-0.150390625,-0.889404296875
3,Driver-2,16,15,51,14,2.221374045801527,0.549618320610687,-0.8320610687022901,0.291748046875,-0.219482421875,-1.0224609375
3,Driver-2,16,15,51,15,2.129770992366412,3.984732824427481,-0.5572519083969466,0.27099609375,-0.0078125,-0.856201171875
3,Driver-2,16,15,51,16,2.839694656488549,5.435114503816794,0.4809160305343512,0.22119140625,-0.217529296875,-1.1416015625
3,Driver-2,16,15,51,17,3.557251908396946,8.83206106870229,8.961832061068701,0.16064453125,0.041748046875,-0.949951171875
